Organization Name,Contact,FLO ID,Function,Country,Product Type
Adamjee Enterprises,"E-17/A, S.I.T.E. Karachi, Karachi, 75700, Pakistan",5518,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Adamjee Lukmanjee Exports (Pvt) Ltd,"140/5, Grandpass Road, Colombo, 01400, Sri Lanka",39840,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Sri Lanka,"Fresh fruit (Jackfruit, Pineapples), Fruit juices (Pineapple), Oilseeds and Oleaginous fruit (Coconut for processing)"
Adeco Herb Supply for Trading & Export,"75 Abdel Moneim Riad Street, Al Motamayez District, 6th of October City, Egypt",45961,"Trader, Exporter",Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Chili pepper (Capsicum species), Fennel (Foeniculum vulgare), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), , , ),"
Adikam Sp. z o.o.,"Adikam Sp. z o.o., Szlachecka 42, Borek Szlachecki, 32-050, Poland",46781,"Trader, Trader that is also a Manufacturer/Processor",Poland,Cocoa (Cocoa)
Admir Hajda Cafés SA,"Rue Jaquet-Droz 5, La Chaux-de-Fonds, 2300, Switzerland",44057,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Switzerland,"Coffee (Arabica, Robusta)"
Adolf Darbo AG,"Dornau 18, Stans, 6135, Austria",21754,"Trader, Trader that is also a Manufacturer/Processor",Austria,Cocoa (Cocoa)
Aduki Oy,"Sorvaajankatu 13, Helsinki, 00880, Finland",2148,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Finland,"Dried fruit (Date, Mango), Nuts (Cashew Nut)"
Adumanya Co-operative Mango Farmers and Marketing Society Limited,"Adumanya Whese, Dodowa, Ghana",30194,Producer,Ghana,Fresh fruit (Mangoes)
Advanced Technology Productions BV,"Veldoven 11, Arnhem, 6826 TS, Netherlands",39734,"Trader, Trader that is also a Manufacturer/Processor",Netherlands,Coffee (Not specified)
Aeon Commodities Private Limited,"B3-68 & 69/159, Rampur, P.O- Gobindapur(M), Budge Budge Trunk Road, P.S- Mahestalla, 24 Parganas (South), 700141, India",35208,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Tea (Camellia sinensis)
Africa Blooms Limited,"Nakuru-Eldoret Highway, Salgaa, Kenya",43569,Producer,Kenya,Flowers and Plants (Cut Flowers)
Africa Commodities Trading SA,"26 BP 371 Abidjan 26, Abidjan, Ivory Coast",34185,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
Africa Sourcing,"Treichville zone portuaire, rue des thoniers locaux SIFCACOOP, Abidjan, Ivory Coast",35834,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
African Coffee Roasters (EPZ) Limited,"EPZ Road, Athi River, Kenya",34982,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Kenya,Coffee (Arabica)
African Trade Winds Limited,"Plot 3946, Buloba, Uganda",46289,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Uganda,"Cocoa (Cocoa), Coffee (Robusta)"
Africao Trading SA,"28, Route de Chancy, Petit-Lancy, 1213, Switzerland",48587,"Trader, Importer",Switzerland,"Cocoa (Cocoa, Not specified), Coffee (Robusta)"
Afrikanische Frucht-Compagnie GmbH,"Trostbrücke 1, Hamburg, 20457, Germany",28900,"Trader, Importer, Licensee",Germany,"Banana (Baby banana, Banana)"
Afrocenchix for M & M Products Ltd,"Watford Metro Centre Unit 13, Dwight Road, Watford, WD18 9SB, United Kingdom",46716,"Trader, Trader that is also a Manufacturer/Processor",United Kingdom,Oilseeds and Oleaginous fruit (Shea Butter)
Afrotropic Cocoa Processing Company Limited,"Off Kasapreko Road, Spintex, Accra, Ghana",39552,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Ghana,Cocoa (Cocoa)
Afroze Textile Industries (Pvt.) Ltd.,"Plot C-8, Scheme-33, SITE Super Highway, Karachi, 75850, Pakistan",42533,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Agape Sheabutter Cooperative LBG,"Kumbungu Road, behind R/C JHS near St. Victor's Mandatory Seminary, Malshegu, Tamale, Ghana",46912,"Producer, Producer that is also a Manufacturer/Processor, Licensee",Ghana,Oilseeds and Oleaginous fruit (Shea Butter)
Agarikus BG Ltd,"Golyama Chinka, Promishlena zona str, Golyama Chinka, 6940, Bulgaria",47353,"Trader, Trader that is also a Manufacturer/Processor",Bulgaria,Cocoa (Cocoa)
Agitator Whiskymakare,"Kungsörsvägen 60, Byggnad 23, Arboga, 732 47, Sweden",49428,"Trader, Trader that is also a Manufacturer/Processor",Sweden,Cane sugar (Cane sugar secondary product)
Agora Coffee Merchants,"2 Bridge Ave, Suite 111, Red Bank, 07701, United States",38884,"Trader, Importer",United States,Coffee (Not specified)
"Agrana Fruit U.S., Inc.","6850 Southpoint Pkwy, Brecksville, 44141, United States",31408,"Trader, Trader that is also a Manufacturer/Processor",United States,"Banana (Banana), Cane sugar (Cane sugar), Fruit juices (Lemon)"
Agrana Zucker GmbH,"Josef-Reither-Strasse 21-23, Tulln an der Donau, 3430, Austria",5043,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Austria,Cane sugar (Cane sugar)
Agremiación Cacaotera de Colombia - CHOCOLATE COLOMBIA,"Calle 10 Nro 5-69 sector El Carmen- Corr. Llanos de Cuiva, Angostura, 051810, Colombia",37648,Producer,Colombia,Cocoa (Cocoa)
Agri Exim BV,"Shannonweg 81, Botlek Rotterdam, 3197 LG, Netherlands",40853,"Trader, Importer",Netherlands,"Cane sugar (Not specified), Herbs, herbal teas & spices (Not specified)"
Agri Exim Global Philippines Inc,"Quinokol, Darong , Santa Cruz, Davao Del Sur, 8001, Philippines",40626,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Philippines,"Oilseeds and Oleaginous fruit (Coconut by-product, Coconut)"
Agri Pure for Agriculture Investments (APEA),"283 El Herfia Area (D), Badr Industrial City, Cairo, Egypt",42014,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Fennel (Foeniculum vulgare), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), Mint (Mentha species), Not specified)"
Agri-Leone Cooperative Society Limited,"28 Kandeh Street, Kenema, Sierra Leone",42320,Producer,Sierra Leone,Cocoa (Cocoa)
Agro Care Projecten BV,"Honderdland 433, Maasdijk, 2676LV, Netherlands",31862,"Trader, Trader that is also a Manufacturer/Processor, Importer",Netherlands,Vegetables (Tomatoes)
Agro Exportaciones Nor Perú,"Caserío San Sebastián s/n – Cieneguillo Sur, 15088, Peru",46268,Producer,Peru,Banana (Banana)
Agro Sourcing,"388 avenue Galerie de la mer, Pôle Yvon Morandat, Gardanne, 13120, France",41381,"Trader, Importer, Licensee",France,Oilseeds and Oleaginous fruit (Coconut)
AgroFair Benelux BV,"Koopliedenweg 10, Barendrecht, 2991 NL, Netherlands",1068,"Trader, Importer, Licensee, Trader that is also a Manufacturer/Processor",Netherlands,"Banana (Banana), Fresh fruit (Oranges, Pineapples), Fruit juices (Not specified), Oilseeds and Oleaginous fruit (Coconut), Pulp (Mango)"
AgroFood Company - Sherouk Farm,"44 Lebanon Street, Mohandseen, Egypt",49474,"Producer, Producer that is also a Manufacturer/Processor",Egypt,"Vegetables (Onion, Potatoes, Sweet Potatoes (Ipomoea batatas))"
AgroForest SA,"59 rue Franklin, Lyon, 69002, France",44719,"Trader, Importer, Licensee",France,"Cocoa (Cocoa), Herbs, herbal teas & spices (Ginger (Zingiber officinale), Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)), Nuts (Cashew Nut)"
Agrocrops India Private Limited,"Old No. 580, New No 484, Peanut House, Anna Salai, Teynampet, chennai, 600018, India",39789,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Nuts (Peanut)
Agroexportadora Sol de Olmos S.A.C,"ciudad de Olmos, ciudad que pertenece a Lambayeque, norte del Perú., Olmos, Peru",39971,Producer,Peru,Banana (Banana)
"Agroexportadores de Occidente, Sociedad Anónima","Joalaca, Corquín, 41051, Honduras",48167,"Trader, Exporter",Honduras,Coffee (Arabica)
Agroganadera Espinosa Chiriboga S.A.,"Noruega 210 y Suiza Edif. Coopseguros Piso 5, Quito, Ecuador",4408,Producer,Ecuador,Flowers and Plants (Cut Flowers)
Agrogarantia S.A,"Parroquia Tarqui. Guayaquil, Calle Dátiles Nº 416, Ciudadela Urdesa Central., Parroquia Tarqui, EC090112, Ecuador",41815,Producer,Ecuador,Banana (Banana)
Agroindustrial y Comercial Arriola e Hijos S.A.,"Jr. El Laton 5652, Urbanizacion Industrial Infantas, Los Olivos, Lima, Peru",21487,"Trader, Exporter",Peru,"Cocoa (Cocoa), Coffee (Not specified)"
Agroindustrias Unidas de México S.A. de C.V.,"Bosque de Alisos #45 - A segundo piso Col, Bosques de las Lomas, Cuajimalpa de Morelos, 54120, Mexico",25616,"Trader, Exporter",Mexico,"Coffee (Arabica, Robusta)"
Agroinversiones Bananeras del Caribe SAS,"Carretera Troncal del Caribe Kilómetro 7 vía a Gaira. Local 7, Santa Marta, Colombia",36571,Producer,Colombia,Banana (Banana)
Agronegocios La Grama S.A.C.,"Av. Trinidad Moran 1111 Lince, Lima, Peru",34128,"Trader, Exporter",Peru,"Herbs, herbal teas & spices (Ginger (Zingiber officinale), Turmeric (Curcuma species))"
Agronegocios Los Ángeles,"Los Diamantes 157 Mz C-4 Dpto. 204 Castilla, Peru",33979,"Trader, Importer, Licensee",Peru,Banana (Banana)
Agropecuaria El Tesoro S.A.S,"Km1 Vía Zungo Embarcadero Finca Venecia, Urabá, Colombia",18274,Producer,Colombia,Banana (Banana)
Agropecuaria La Leyenda S.A.S.,"Carrera 2 No. 7-15 Ed. Los Tunjos Of. 101 Rodadero, Santa Marta, Colombia",39610,Producer,Colombia,Banana (Banana)
Agropecuaria Montreal S.A.S,"Av. Libertador N° 26- 208 Plaza Comercial Portal Libertador Local 6 y 17, Santa Marta, 470001, Colombia",46837,Producer,Colombia,Banana (Banana)
Agropecuaria Yijan S.A.S,"Av. Libertador N° 26- 208 Plaza Comercial Portal Libertador Local 6 y 17, Santa Marta, 470001, Colombia",46839,Producer,Colombia,Banana (Banana)
Agropecuária Nossa Senhora do Bonsucesso LTDA,"Estrada inhambuepe a Sátiro Dias, Sátiro Dias, 48485000, Brazil",42259,Producer,Brazil,"Fresh fruit (Limes), Fruit juices (Fruit juices secondary product, Lime)"
Agropratinha S/A,"Rodovia BR 376, KM 88, Fazenda São Paulo, Caixa Postal 289, Paranavaí, Brazil",45102,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Brazil,Fruit juices (Orange)
Agrosol Peru Export & CIA S.A.C.,"Mza. BY Lote 01 Dpto 703 Urbanización Miraflores Country Club, Castilla, 20201, Peru",42558,"Trader, Exporter",Peru,Fresh fruit (Mangoes)
Agrotropic AG,"Sandrainstrasse 18, Oberhasli, 8156, Switzerland",18031,"Trader, Importer, Licensee",Switzerland,Flowers and Plants (Not specified)
Agrovegetales S.A.,"AV. Carlos Julio Arosemena Km 2.5 Edificio centro comercial alban Borja referencia: a lado del restaurante Carls Jr, Guayas, 09603, Ecuador",41811,"Trader, Exporter",Ecuador,Banana (Banana)
Agrover,"VIA M. GARDA 1, LIGNANA, 13034, Italy",32318,"Trader, Trader that is also a Manufacturer/Processor, Importer",Italy,"Rice (Basmati Pusa, Basmati Traditional, Jasmine, Non-Basmati and Non-Sarbati rice)"
Agrícola Aurcrisa,"Av 25 Junio, No 381 y N Mera, Machala, Ecuador",40824,Producer,Ecuador,Banana (Banana)
"Agrícola Bahamas L.T.D.A, Finca San Francisco and Finca Potosi","Kilometro 7 vía Zungo Embarcadero Carepa-Antioquia, Medellín, Colombia",19818,Producer,Colombia,Banana (Banana)
Agrícola Capurgana,"Nueva Colonia, Turbo, Colombia",27878,Producer,Colombia,Banana (Banana)
Agrícola Ebro S.A.S,"Av. del Libertador Nro 26-208 Plaza Comercial Portal del Libertador LC 6 y 17, Santa Marta, 470001, Colombia",45328,Producer,Colombia,Banana (Banana)
Agrícola El Faro S.A. Finca El Bosque,"Kilometro 7 vía Zungo Embarcadero Carepa-Antioquia, Carepa, Colombia",19739,Producer,Colombia,Banana (Banana)
Agrícola El Sifón S. de P.R. de R.L.,"Km. 15 Carretera Tecomán - Playa Azul, Tecomán, Mexico",31970,Producer,Mexico,Banana (Banana)
Agrícola Indira S.A.: Finca Indira,"Nueva Colonia, Turbo, Colombia",18284,Producer,Colombia,Banana (Banana)
Agrícola La Vega SAS,"Calle 17 No. 1-02 Rodadero, Ed María Alexandra, Santa Marta, Colombia",39621,Producer,Colombia,Banana (Banana)
Agrícola Las Antillas S.A. Finca La Florida,"Km 7 Vía Zungo Carretera, Municipio de Carepa, Apartadó, Colombia",18286,Producer,Colombia,Banana (Banana)
Agrícola Las Azores S.A. - Finca Los Cedros,"Kilometro 7 via Zungo Embarcadero, Apartadó, Colombia",18283,Producer,Colombia,Banana (Banana)
Agrícola Los Corales S.A. - Finca Los Corales,"Kilometro 7 vía Zungo Embarcadero Carepa-Antioquia, Comunal Carambolos Kilometro 7 Chigorodó, Antioquia, Apartadó, Colombia",19935,Producer,Colombia,Banana (Banana)
Agrícola Luisa Fernanda Ltda: Finca Luisa Fernanda,"Comunal Idem Sadem, Chigorodo, Colombia",25270,Producer,Colombia,Banana (Banana)
"Agrícola Marcilla, S.L.","Verneda del Congost, 7, Pol. Ind. El Circuit, Montmeló, 08160, Spain",18211,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Spain,"Coffee (Arabica, Robusta)"
"Agrícola Mayorca (Fincas Esmeralda, Azucena, Río Grande, Pradomar, Laureles, Bodegas, Madreselva, Candela, Tinaja)","Vereda Zarabanda, Km 7 sobre la vía que conduce hacia Zungo, Embarcadero del Municipio de Carepa, Carepa, Colombia",28931,Producer,Colombia,Banana (Banana)
Agrícola SUMAK CIA LTDA,"Km 52 Via Santo Domingo Quevedo Rcto Los Angeles, Buena Fe, Ecuador",46965,Producer,Ecuador,Banana (Banana)
Agrícola Yumaná S.A.S,"Calle 4 Sur No 43aa - 30, Medellín, Colombia",27730,Producer,Colombia,Banana (Banana)
Ahold Delhaize Coffee Company,"Hoofdtocht 3, Zaandam, 1507CJ, Netherlands",1010,"Trader, Importer",Netherlands,Coffee (Not specified)
Aimers Coffee & Tea Ltd,"7 Faraday Street, Dundee, DD2 3QQ, United Kingdom",02340,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,"Coffee (Not specified), Tea (Camellia sinensis)"
Aimia Foods Ltd.,"Penny Lane, Haydock, St Helens, WA11 0QZ, United Kingdom",19140,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Not specified)"
Akagny Cacao SA,"18 BP 647 Abidjan 18, Abidjan, Ivory Coast",48648,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
Akbar Brothers (Pvt) Limited,"122, Sudarshana Mw,Dalugama, Kelaniya, Sri Lanka",31233,"Trader, Trader that is also a Manufacturer/Processor, Exporter, Importer",Sri Lanka,"Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Camomile (Matricaria recutita, Anthemis nobilis), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Ginger (Zingiber officinale), , , , , , ),"
Akoma Co-operative Multipurpose Society,"The co-operative collect the nuts from the village at Pusu-Namogo and neighbouring villages Winkongo and Pwalugu, Bolgatanga, Ghana",20768,Producer,Ghana,Oilseeds and Oleaginous fruit (Shea Butter)
Akoma International UK Limited,"Unit 9A Sawley Park, Nottingham Road, Derby, DE21 6AS, United Kingdom",21621,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,Oilseeds and Oleaginous fruit (Shea Butter)
Akuna Cocoa (Pty) Ltd,"25 Wanman Abu Road, Kenema, Sierra Leone",46637,"Trader, Exporter",Sierra Leone,Cocoa (Cocoa)
Al Dahlia for Import and Export,"Kombish El hamra, Biba, Egypt",47361,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Egypt,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), Chili pepper (Capsicum species), Fennel (Foeniculum vulgare), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), , , ), ,"
Al Smoat Al Zrkaa Association houch Issa,"El Gmoharea Street, Off Ahmed Orabi Street, Hosh Issa, Egypt",28250,Producer,Egypt,"Fresh fruit (Mangoes, Melon (Cumumis melo), Oranges, Watermelon)"
Al Wahab Rice Mills Pvt Ltd,"MAIN G.T ROAD SADHOKE –KAMOKE, Gujranwala, Pakistan",37245,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Pakistan,"Rice (Basmati Traditional, Non-Basmati and Non-Sarbati rice)"
Al'Ard Palestinian Agri-Products,"Industrial Zone Beit-Ebba, Nablus, Palestine",21344,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Palestine,"Oilseeds and Oleaginous fruit (Olive Oil, Olives)"
Albert Premier NV,"Hemelstraat 8, Bersel / Lot, 1651, Belgium",46721,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
Albogroup S.r.l.,"Via arti e mestieri, 7, Lallio (BG), 24040, Italy",47178,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Nuts (Brazil Nut), Oilseeds and Oleaginous fruit (Olive Oil)"
Albrecht & Dill Trading GmbH,"Ballindamm 37, Hamburg, 20095, Germany",26200,"Trader, Importer",Germany,Cocoa (Cocoa)
Alce Nero Spa,"Via Henry Ford, 2/A, 7-9, Castel San Pietro Terme, 40024, Italy",1716,"Trader, Importer, Licensee, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica)"
Alcot Fabrics,"9/476 ,Sakthi Nagar ( New ) , Chinnandankoil Road, Karur, 639001, India",37709,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
Alcotra Europe SA,"Boulevard du Souverain 100, Bruxelles, 1170, Belgium",41150,"Trader, Importer",Belgium,Cane sugar (By-products of cane sugar)
Alder+Eisenhut AG,"Industriestrasse 10, Ebnat-Kappel, 9642, Switzerland",25527,"Trader, Importer, Licensee",Switzerland,Sports Balls (Not specified)
Alexis Dove Jewellery,"19 High Street, Lewes, BN7 2LN, United Kingdom",33754,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,Gold & associated Precious Metals (Gold)
Alfred Ritter GmbH & Co. KG,"Alfred-Ritter-Str. 25, Waldenbuch, 71111, Germany",35572,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Cocoa (Cocoa)
Algrano AG,"Allmendstrasse 5, Zürich, 8002, Switzerland",36865,"Trader, Importer",Switzerland,"Coffee (Arabica, Robusta)"
Algrano Corp.,"95 THIRD STREET, 2ND FLOOR, San Francisco, CA 94103, United States",49364,"Trader, Importer",United States,"Coffee (Arabica, Robusta)"
Ali Big Industria Alimentare Srl,"Via Airuno 25, Brivio, 23883, Italy",44168,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cocoa (Cocoa), Rice (Basmati Traditional)"
Alifresca Italy srl,"Via Sommacampagna 49/A, Verona, 37137, Italy",37823,"Trader, Importer",Italy,Fresh fruit (Table Grapes)
"Alifresca-Spain, SLU","Calle 12, Número 54, Pol. Ind. La Coma, Picassent, Spain",46086,Trader,Spain,"Fresh fruit (Lemons, Oranges)"
"Aliments Tristan, 9262-4444 Quebec Inc","1887, boulevard Saint-Joseph Ouest, St-Majorique, J2B 8A8, Canada",41722,"Trader, Trader that is also a Manufacturer/Processor",Canada,Coffee (Not specified)
Alinor spa,"Via Vittorio Veneto 1/c, Ripalta Cremasca, 26010, Italy",41188,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Coffee (Not specified), Nuts (Cashew Nut)"
Alipro AG,"Oberdorfstr. 4, Hittnau, CH-8335, Switzerland",28772,"Trader, Trader that is also a Manufacturer/Processor",Switzerland,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Alkaff,"Via Trinacria 7 SCALA B, TREMESTIERI ETNEO, 95030, Italy",33435,Trader,Italy,"Coffee (Arabica, Robusta)"
All Inland Organic Farmers Association,"No. 505-B Colombo Road, Kurana Katunayake, Katunayake, Sri Lanka",34509,Producer,Sri Lanka,"Banana (Banana), Fresh fruit (Jackfruit, Lemons, Limes, Mangoes, Passion Fruit, Pineapples, Tangerines), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Chili pepper (Capsicum species), , , , , , , , , ), , ,"
All day nuts B.V.,"Koningsschot 45, Veenendal, 3905PR, Netherlands",45650,"Trader, Trader that is also a Manufacturer/Processor",Netherlands,Nuts (Cashew Nut)
Alliance Textile,"Chak# 202. Gatti Stop. Near Goverment Boys High School, Jhumra Road, Faisalabad, 38000, Pakistan",46492,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Ally Coffee Trading SA,"1801 Rutherford Rd. Suite 112, Greenville, 29609, United States",35876,"Trader, Importer",United States,Coffee (Not specified)
Alma & Valor Lda,"Estrada de Miraventos Lote 4B, Setúbal, 2900-501, Portugal",32276,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Portugal,"Cocoa (Cocoa), Herbs, herbal teas & spices (Coconut palm sugar/nectar (Cocos nucifera))"
Almas SRL,"Via Gecchelina 12, Monte di Malo (VI), 36030, Italy",48584,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Nuts (Cashew Nut), Oilseeds and Oleaginous fruit (Coconut)"
