activity_id,unit_type,co2e_kg,co2e_unit,gas_co2e_total,gas_co2e_other,gas_co2,gas_ch4,gas_n2o,name,id,access_type,source,source_dataset,year,category,source_lca_activity,data_quality_flags
consumer_goods-type_tomatoes,Weight,5.17,kg,5.17,,4.62,0.002,0.0018,Tomatoes (fresh),e664abae-fd56-4ab6-bc64-f75440a4288e,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_tomatoes_bottled_passate_puree-origin_region_uk_import_market_mix,Weight,20.35,kg,20.35,,,,,Tomatoes bottled passate/puree,a5a184c8-727c-4263-add3-ab2d7d233e60,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_tomatoes_canned_in_juice-origin_region_uk_import_market_mix,Weight,17.87,kg,17.87,,,,,Tomatoes canned in juice,5cd58f2c-d953-4bec-8955-bb4ba36160aa,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_tomatoes_pe_tray_with_pe_film-origin_region_multi_region,Weight,24.09,kg,24.09,,,,,Tomatoes PE tray with PE film,ad5b4343-0913-4f0b-bb8a-de8b9749f052,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_tortilla,Money,3.56,kg,3.56,,1.98,0.0163,0.00411,Tortilla manufacturing,bdfd6c49-93b5-4c35-b67b-e3597dc8d139,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_turkey_pe_tray_with_pe_film-origin_region_multi_region,Weight,119.5,kg,119.5,,,,,Turkey PE tray with PE film,3484c0fe-a603-4cbd-8025-f117a04a8a1d,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_vegetable_and_animal_oils_and_fats,Money,6.975,kg,6.975,,3.106,,,Vegetable and animal oils and fats,5b2e89ca-1171-4af4-84db-45c3fcaa33c7,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_vegetable_oil_animal_fats,Money,4.85,kg,4.85,,,,,Vegetable oil and animal fats,40b33cec-7e0e-49f6-ab8f-2f8e4fe3a737,public,BEIS,UK full dataset including conversion factors by COICOP code (archived),2018,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_vegetable_oils_fats,Money,32.2,kg,32.2,,,,,Vegetable oils and fats,6d88418e-27c5-439d-bd34-952a63388ee3,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_vegetables,Weight,4.59,kg,4.59,,4.03,0.005,0.0013,Vegetables,918464b1-fbaf-4630-ac8e-1843d74e1736,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_vegetables_cultivated_for_their_fruit_fresh_or_chilled,Money,11.08,kg,11.08,,,,,Vegetables cultivated for their fruit (fresh or chilled),c0d7b460-2343-4f48-8dda-baccc2c85f6b,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_vegetables_fresh,Weight,1.37,kg,1.37,,1.12,0.001,0.0006,Vegetables (fresh),d2d7e673-4f56-4bc3-9da6-6861e30ef638,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_wet_corn_milling,Money,9.93,kg,9.93,,6.1,0.0259,0.0116,Wet corn milling,eba86bfc-6189-4950-af86-580c5c262a1e,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_wheat_flour_ldpe_bag-origin_region_multi_region,Weight,8.795,kg,8.795,,,,,Wheat flour LDPE bag,09d71e91-0354-44bd-8149-f6df7182925e,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_white_chocolate_pp_wrapping-origin_region_multi_region,Weight,26.14,kg,26.14,,,,,White chocolate PP wrapping,d1db436d-9729-4e93-8807-1f65aaddbb21,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_wine_and_brandy,Money,5.221,kg,5.221,0.08809,4.462,0.01508,0.0007998,Wine and brandy,28b10f21-0696-47ad-8973-1062113d24dd,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_wine_consumed_off_licensed_premises,Money,3.269,kg,3.269,,,,,Wine consumed off licensed premises,75aba5fe-2a38-439a-88a9-6110341cd5e1,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_wine_consumed_on_licensed_premises,Money,2.681,kg,2.681,,,,,Wine consumed on licensed premises,649f24da-d6af-4568-81a4-b147cf5569a3,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_wineries_wine,Money,1.82,kg,1.82,,1.25,0.00422,0.00159,Wineries,bd97df9f-f338-4de6-aeda-b9fd8a2fb65e,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_wines,Money,3.269,kg,3.269,,,,,Wines,24fe6715-fade-451c-a1d1-811ad9f3190d,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_yoghurt_fresh_frozen,Money,17.19,kg,17.19,,,,,Yoghurt (fresh/frozen),25b3d9bc-3c77-4c47-b92f-77414deb5cf8,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_yoghurt_pp_tub_with_ldpe_lid-origin_region_multi_region,Weight,15.09,kg,15.09,,,,,Yoghurt PP tub with LDPE lid,fc057157-4bb5-4d3e-8664-1816d8dc13d1,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
